current_delinquency_status,ever_30_plus_dpd_in_last_12m,casa_balance_to_emi_ratio_6m,customer_age,salary_to_emi,num_loans_all_product_category,length_of_relationship,max_delinquency_in_last_6m,outstanding_amt_to_gross_amt,family_size,years_of_service,event,casa_balance_to_emi_ratio_6m_g,customer_age_g,salary_to_emi_g,num_loans_all_product_category_g,length_of_relationship_g,outstanding_amt_to_gross_amt_g,family_size_g,years_of_service_g
Not Delinquent,No,0.208033747,36,12.55367636,4,70.98400811,0,0.413705986,2,25,0,0.15-0.31,34-36,4.94+,4-5,4,0.37779-0.78095,>1,23+
Not Delinquent,No,1.024193282,26,3.892653351,4,153.016873,0,0.618099144,1,8,0,0.74-1.11,25-27,2.59-4.94,4-5,4,0.37779-0.78095,1,6-11
Not Delinquent,No,1.040638495,29,9.942736172,3,10.92809804,0,0.6272511,0,16,0,0.74-1.11,28-29,4.94+,3,3,0.37779-0.78095,0,12-17
Not Delinquent,No,0.127071916,31,12.91750198,1,158.8535921,>0,0.009437768,1,1,0,0-0.15,30-31,4.94+,1,1,<0.35429,1,1-5
Not Delinquent,No,0.278183743,42,4.074059614,3,34.16912268,0,0.002862025,2,2,0,0.15-0.31,39-42,2.59-4.94,3,3,<0.35429,>1,1-5
Not Delinquent,No,0.079683229,24,3.59413864,2,153.6729625,0,0.376184542,0,1,0,0-0.15,18-24,2.59-4.94,2,2,0.35429-0.37779,0,1-5
Not Delinquent,No,13.49858877,50,7.562072054,2,81.0728305,0,0.064019755,4,9,0,5.57-14.26,43+,4.94+,2,2,<0.35429,>1,6-11
Not Delinquent,No,4.523492641,26,4.917438978,5,76.07652057,0,0.518174773,9,21,0,2.9-5.57,25-27,2.59-4.94,4-5,5,0.37779-0.78095,>1,18-22
Delinquent,No,23.91937808,45,2.213031854,9,157.0550961,0,0.519168701,6,6,0,14.26+,43+,0-2.59,6+,9,0.37779-0.78095,>1,6-11
Not Delinquent,Yes,0.68901784,27,10.72121341,4,139.834386,0,4.564162264,2,21,0,0.49-0.74,25-27,4.94+,4-5,4,>0.78095,>1,18-22
Not Delinquent,No,0.411540409,29,13.14584719,2,69.31210005,0,0.766687822,2,4,0,0.31-0.49,28-29,4.94+,2,2,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.001293828,41,4.864912844,2,15.98697214,0,0.242946071,9,3,0,0-0.15,39-42,2.59-4.94,2,2,<0.35429,>1,1-5
Not Delinquent,No,0.680397145,39,2.831929589,1,65.34084232,0,0.443968196,6,2,0,0.49-0.74,39-42,2.59-4.94,1,1,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.903488572,30,6.788660571,1,155.8229429,0,4.500869027,2,8,0,0.74-1.11,30-31,4.94+,1,1,>0.78095,>1,6-11
Not Delinquent,No,17.6583065,23,4.029694154,3,159.236734,0,0.372297587,0,7,0,14.26+,18-24,2.59-4.94,3,3,0.35429-0.37779,0,6-11
Delinquent,No,0.674141856,40,4.636255294,1,157.4030556,0,0.609638863,1,21,0,0.49-0.74,39-42,2.59-4.94,1,1,0.37779-0.78095,1,18-22
Not Delinquent,No,20.82188129,26,11.43573546,2,49.15644169,0,0.329299813,1,13,0,14.26+,25-27,4.94+,2,2,<0.35429,1,12-17
Not Delinquent,No,0.931679164,37,4.555898596,1,159.6846304,0,0.361574412,0,1,0,0.74-1.11,37-38,2.59-4.94,1,1,0.35429-0.37779,0,1-5
Not Delinquent,No,0.541422738,34,0.353777047,15,156.4502978,0,0.145386085,6,13,0,0.49-0.74,34-36,0-2.59,6+,15,<0.35429,>1,12-17
Not Delinquent,No,0.77624986,41,12.98297729,4,51.46699344,0,0.032634854,0,4,0,0.74-1.11,39-42,4.94+,4-5,4,<0.35429,0,1-5
Not Delinquent,No,2.640244834,42,11.83041374,3,154.9341629,0,0.007925779,4,7,0,1.73-2.9,39-42,4.94+,3,3,<0.35429,>1,6-11
Not Delinquent,No,0.366998079,21,4.932482065,1,54.69586481,0,0.362244839,7,15,0,0.31-0.49,18-24,2.59-4.94,1,1,0.35429-0.37779,>1,12-17
Not Delinquent,No,4.591763812,21,1.049539965,3,25.9824962,0,0.37166302,5,7,0,2.9-5.57,18-24,0-2.59,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,Yes,0.011475235,26,0.526391228,3,82.37224533,0,0.365812511,1,5,0,0-0.15,25-27,0-2.59,3,3,0.35429-0.37779,1,1-5
Not Delinquent,No,0.706886063,37,4.716465374,4,81.69211088,0,0.64695641,1,4,0,0.49-0.74,37-38,2.59-4.94,4-5,4,0.37779-0.78095,1,1-5
Not Delinquent,No,0.264383274,27,3.157812276,3,151.1571364,0,0.565999256,1,4,0,0.15-0.31,25-27,2.59-4.94,3,3,0.37779-0.78095,1,1-5
Not Delinquent,No,0.084348773,30,3.668454777,2,85.07715975,0,0.374403401,1,8,0,0-0.15,30-31,2.59-4.94,2,2,0.35429-0.37779,1,6-11
Not Delinquent,No,1.013633392,36,3.739269491,5,157.3456086,0,2.223880917,2,15,0,0.74-1.11,34-36,2.59-4.94,4-5,5,>0.78095,>1,12-17
Not Delinquent,No,10.92562237,24,0.475961715,3,76.73188902,0,0.406189936,4,30,0,5.57-14.26,18-24,0-2.59,3,3,0.37779-0.78095,>1,23+
Delinquent,No,0.517160948,32,9.901518127,1,113.6776356,0,0.366495558,4,1,0,0.49-0.74,32-33,4.94+,1,1,0.35429-0.37779,>1,1-5
Not Delinquent,Yes,2.394891674,40,2.889611928,2,70.61117484,0,2.129283929,7,9,0,1.73-2.9,39-42,2.59-4.94,2,2,>0.78095,>1,6-11
Not Delinquent,Yes,0.200341611,37,7.412207097,3,67.32314703,0,0.178721636,3,20,0,0.15-0.31,37-38,4.94+,3,3,<0.35429,>1,18-22
Not Delinquent,No,1.648641216,21,3.948810113,4,86.46498755,>0,0.36776711,2,4,0,1.11-1.73,18-24,2.59-4.94,4-5,4,0.35429-0.37779,>1,1-5
Not Delinquent,No,1.230607522,36,2.88103534,13,19.31685645,0,0.373400289,2,19,0,1.11-1.73,34-36,2.59-4.94,6+,13,0.35429-0.37779,>1,18-22
Not Delinquent,No,0.341631119,32,12.46290795,4,81.84711683,0,0.013368465,3,14,0,0.31-0.49,32-33,4.94+,4-5,4,<0.35429,>1,12-17
Not Delinquent,No,5.435638105,26,2.779263647,3,80.99305362,>0,0.021553874,10,9,0,2.9-5.57,25-27,2.59-4.94,3,3,<0.35429,>1,6-11
Not Delinquent,No,0.103973225,28,0.933185316,2,47.32298436,0,0.77957892,4,30,0,0-0.15,28-29,0-2.59,2,2,0.37779-0.78095,>1,23+
Not Delinquent,No,0.896102696,35,12.13338497,1,158.1538121,0,0.496012069,2,8,0,0.74-1.11,34-36,4.94+,1,1,0.37779-0.78095,>1,6-11
Not Delinquent,No,13.06125786,31,11.23548826,9,148.0833622,0,0.506181077,1,29,0,5.57-14.26,30-31,4.94+,6+,9,0.37779-0.78095,1,23+
Not Delinquent,Yes,1.735695937,25,2.098405751,4,89.83133078,0,0.086921064,8,3,0,1.73-2.9,25-27,0-2.59,4-5,4,<0.35429,>1,1-5
Not Delinquent,No,13.01272785,32,4.847034265,2,135.4209776,0,0.364380599,1,19,0,5.57-14.26,32-33,2.59-4.94,2,2,0.35429-0.37779,1,18-22
Not Delinquent,No,2.736169384,38,9.978143045,2,155.4247933,>0,8.5305802,1,2,0,1.73-2.9,37-38,4.94+,2,2,>0.78095,1,1-5
Not Delinquent,No,2.762284648,35,3.733203985,2,21.84962149,0,8.60122176,2,14,0,1.73-2.9,34-36,2.59-4.94,2,2,>0.78095,>1,12-17
Not Delinquent,No,16.58045073,28,0.043765642,3,152.4906377,0,0.360299062,5,8,0,14.26+,28-29,0-2.59,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,No,13.62433832,40,7.98140347,13,153.6169221,0,0.185727352,3,2,0,5.57-14.26,39-42,4.94+,6+,13,<0.35429,>1,1-5
Not Delinquent,Yes,0.604628817,31,3.342632932,3,42.0635715,0,0.474326569,6,31,0,0.49-0.74,30-31,2.59-4.94,3,3,0.37779-0.78095,>1,23+
Not Delinquent,Yes,0.739937074,38,3.216506123,2,79.18359049,0,0.652311365,6,19,0,0.49-0.74,37-38,2.59-4.94,2,2,0.37779-0.78095,>1,18-22
Not Delinquent,No,18.89170928,27,11.28724021,4,157.2730449,0,10.70043737,3,2,0,14.26+,25-27,4.94+,4-5,4,>0.78095,>1,1-5
Not Delinquent,No,7.586313396,25,2.382890719,4,82.49835597,>0,0.358437771,1,29,0,5.57-14.26,25-27,0-2.59,4-5,4,0.35429-0.37779,1,23+
Not Delinquent,No,2.380689689,53,12.4545191,2,87.56033301,0,0.588130548,4,25,0,1.73-2.9,43+,4.94+,2,2,0.37779-0.78095,>1,23+
Not Delinquent,No,0.900616244,26,2.284535868,15,92.07072693,0,2.145158402,2,20,0,0.74-1.11,25-27,0-2.59,6+,15,>0.78095,>1,18-22
Not Delinquent,No,0.136065485,29,4.550907749,2,50.36473065,0,5.515243594,2,26,0,0-0.15,28-29,2.59-4.94,2,2,>0.78095,>1,23+
Not Delinquent,No,3.119332078,30,14.49071699,3,140.3538628,>0,0.335330199,7,10,0,2.9-5.57,30-31,4.94+,3,3,<0.35429,>1,6-11
Not Delinquent,No,10.19232672,20,0.615336039,4,106.786883,0,0.599493338,10,11,0,5.57-14.26,18-24,0-2.59,4-5,4,0.37779-0.78095,>1,6-11
Not Delinquent,Yes,0.121791856,41,3.748734366,2,155.1260184,0,0.200549942,1,15,0,0-0.15,39-42,2.59-4.94,2,2,<0.35429,1,12-17
Not Delinquent,No,0.044442567,31,3.032341745,2,157.1204813,0,0.372523061,10,9,0,0-0.15,30-31,2.59-4.94,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,2.07532451,31,2.980903146,2,124.51029,>0,0.176900891,10,9,0,1.73-2.9,30-31,2.59-4.94,2,2,<0.35429,>1,6-11
Not Delinquent,No,3.500437114,29,8.20955256,1,84.58915404,0,0.066908124,7,13,0,2.9-5.57,28-29,4.94+,1,1,<0.35429,>1,12-17
Not Delinquent,No,0.547493197,32,13.40517279,2,3.998874935,0,0.368698485,1,1,0,0.49-0.74,32-33,4.94+,2,2,0.35429-0.37779,1,1-5
Not Delinquent,No,18.46697599,41,3.661429945,1,71.4806246,0,6.988979299,9,7,0,14.26+,39-42,2.59-4.94,1,1,>0.78095,>1,6-11
Not Delinquent,No,0.514215357,26,2.778681074,1,123.3119765,0,8.645423774,10,10,0,0.49-0.74,25-27,2.59-4.94,1,1,>0.78095,>1,6-11
Not Delinquent,No,16.83543455,25,2.937338846,4,70.45368276,0,6.906450513,1,21,0,14.26+,25-27,2.59-4.94,4-5,4,>0.78095,1,18-22
Not Delinquent,No,1.451122662,35,4.247513899,1,74.75249602,0,0.618124268,10,10,0,1.11-1.73,34-36,2.59-4.94,1,1,0.37779-0.78095,>1,6-11
Not Delinquent,Yes,2.325296933,36,8.109889999,3,127.4460596,0,0.349485259,6,17,0,1.73-2.9,34-36,4.94+,3,3,<0.35429,>1,12-17
Not Delinquent,No,1.573381848,36,2.591090063,4,83.62110643,0,0.562463656,2,12,0,1.11-1.73,34-36,2.59-4.94,4-5,4,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.091962598,40,7.085396787,4,32.7026735,0,0.101980574,0,20,0,0-0.15,39-42,4.94+,4-5,4,<0.35429,0,18-22
Not Delinquent,No,1.400862109,30,3.523722394,1,152.2662929,0,0.61489152,0,23,0,1.11-1.73,30-31,2.59-4.94,1,1,0.37779-0.78095,0,23+
Not Delinquent,No,1.670036392,27,12.19908543,5,145.5814299,0,2.143140916,7,32,0,1.11-1.73,25-27,4.94+,4-5,5,>0.78095,>1,23+
Not Delinquent,No,5.823679339,23,1.134115125,5,121.1035638,0,0.371261592,1,6,0,5.57-14.26,18-24,0-2.59,4-5,5,0.35429-0.37779,1,6-11
Not Delinquent,No,16.64406425,29,2.067875076,3,156.7564152,0,0.283786365,4,13,0,14.26+,28-29,0-2.59,3,3,<0.35429,>1,12-17
Not Delinquent,No,3.015998852,35,7.988626037,3,50.04484073,0,0.36537393,5,2,0,2.9-5.57,34-36,4.94+,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.245323256,36,5.836531599,3,38.25960327,0,0.013833674,9,8,0,0.15-0.31,34-36,4.94+,3,3,<0.35429,>1,6-11
Not Delinquent,No,5.835907673,18,2.455861093,2,136.5494752,0,0.583527998,8,15,0,5.57-14.26,18-24,0-2.59,2,2,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.382439466,22,1.443337509,2,99.88948006,0,0.356228619,8,13,0,0.31-0.49,18-24,0-2.59,2,2,0.35429-0.37779,>1,12-17
Delinquent,No,0.174269903,20,2.926550723,1,118.9895315,0,0.60375819,3,7,0,0.15-0.31,18-24,2.59-4.94,1,1,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.339381376,31,8.502395906,1,103.9262324,0,0.56174657,0,5,0,0.31-0.49,30-31,4.94+,1,1,0.37779-0.78095,0,1-5
Not Delinquent,No,5.223657578,31,5.774645538,2,105.5290865,0,0.362199697,8,4,0,2.9-5.57,30-31,4.94+,2,2,0.35429-0.37779,>1,1-5
Delinquent,No,0.810434108,36,4.023650708,5,127.0507432,0,0.44295507,2,8,0,0.74-1.11,34-36,2.59-4.94,4-5,5,0.37779-0.78095,>1,6-11
Not Delinquent,No,4.245695463,38,13.67613692,3,156.9813658,0,0.364043609,1,5,0,2.9-5.57,37-38,4.94+,3,3,0.35429-0.37779,1,1-5
Not Delinquent,No,0.405630202,26,2.385049759,2,57.00954346,0,0.473754504,0,9,0,0.31-0.49,25-27,0-2.59,2,2,0.37779-0.78095,0,6-11
Not Delinquent,No,0.306612668,30,11.34060217,4,151.452233,0,0.363823758,11,14,0,0.15-0.31,30-31,4.94+,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,No,11.03325592,40,12.55212512,3,72.76424304,0,0.692920059,3,9,0,5.57-14.26,39-42,4.94+,3,3,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.904720474,26,1.643566229,3,64.07881183,0,10.35754781,2,13,0,0.74-1.11,25-27,0-2.59,3,3,>0.78095,>1,12-17
Not Delinquent,No,0.701130237,38,2.436177684,4,36.82940167,0,0.211581669,1,2,0,0.49-0.74,37-38,0-2.59,4-5,4,<0.35429,1,1-5
Not Delinquent,No,3.021793253,28,2.672454701,3,108.929506,0,0.220247767,8,8,0,2.9-5.57,28-29,2.59-4.94,3,3,<0.35429,>1,6-11
Not Delinquent,No,11.18395593,28,2.961955666,10,97.4980303,0,0.424953242,9,30,0,5.57-14.26,28-29,2.59-4.94,6+,10,0.37779-0.78095,>1,23+
Not Delinquent,No,0.671834495,29,1.754969113,1,142.3452458,0,9.631232393,10,13,0,0.49-0.74,28-29,0-2.59,1,1,>0.78095,>1,12-17
Not Delinquent,No,5.824816297,23,4.485921622,2,142.2625282,0,0.100042826,9,2,0,5.57-14.26,18-24,2.59-4.94,2,2,<0.35429,>1,1-5
Not Delinquent,Yes,6.831067119,38,12.28750109,3,93.59059279,0,0.512900715,2,21,0,5.57-14.26,37-38,4.94+,3,3,0.37779-0.78095,>1,18-22
Not Delinquent,No,0.133957969,47,4.513721893,5,85.12223689,0,0.536225268,2,2,0,0-0.15,43+,2.59-4.94,4-5,5,0.37779-0.78095,>1,1-5
Not Delinquent,No,5.509794996,34,4.388825646,12,78.76616703,0,0.273756846,9,3,0,2.9-5.57,34-36,2.59-4.94,6+,12,<0.35429,>1,1-5
Not Delinquent,No,0.096017817,27,5.933473324,1,35.31694274,0,0.642347662,10,7,0,0-0.15,25-27,4.94+,1,1,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.494075069,35,13.3349986,4,106.367132,>0,0.369355266,1,18,0,0.49-0.74,34-36,4.94+,4-5,4,0.35429-0.37779,1,18-22
Not Delinquent,No,17.14309793,18,0.716792472,2,27.12790348,0,0.355587752,1,3,0,14.26+,18-24,0-2.59,2,2,0.35429-0.37779,1,1-5
Not Delinquent,Yes,0.151449238,40,0.8113008,5,123.9464153,0,0.198767313,3,2,0,0.15-0.31,39-42,0-2.59,4-5,5,<0.35429,>1,1-5
Not Delinquent,No,10.0821735,30,3.839344611,2,71.63111345,0,0.372823198,9,2,0,5.57-14.26,30-31,2.59-4.94,2,2,0.35429-0.37779,>1,1-5
Not Delinquent,No,1.451824728,25,14.87912706,5,68.56629607,0,0.219152907,1,31,0,1.11-1.73,25-27,4.94+,4-5,5,<0.35429,1,23+
Not Delinquent,No,0.478736032,37,2.397414348,2,22.89564799,0,6.248233289,0,3,0,0.31-0.49,37-38,0-2.59,2,2,>0.78095,0,1-5
Not Delinquent,No,3.151791298,37,3.232609879,5,65.36741862,0,0.189688941,4,14,0,2.9-5.57,37-38,2.59-4.94,4-5,5,<0.35429,>1,12-17
Not Delinquent,No,24.12389597,44,1.442779938,3,141.7089772,0,0.368096501,1,14,0,14.26+,43+,0-2.59,3,3,0.35429-0.37779,1,12-17
Not Delinquent,Yes,7.780462834,20,10.55297541,4,80.59464526,0,0.751970038,10,13,0,5.57-14.26,18-24,4.94+,4-5,4,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.792035862,32,0.464595405,1,53.60083566,0,0.767828966,2,4,0,0.74-1.11,32-33,0-2.59,1,1,0.37779-0.78095,>1,1-5
Not Delinquent,No,1.601528531,41,13.13448061,2,138.6055779,0,0.249236233,1,12,0,1.11-1.73,39-42,4.94+,2,2,<0.35429,1,12-17
Not Delinquent,No,0.450814837,38,1.970548909,2,21.55869723,0,0.368556537,2,6,0,0.31-0.49,37-38,0-2.59,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,12.36650868,38,4.809518102,4,120.3255159,0,0.12619414,1,25,0,5.57-14.26,37-38,2.59-4.94,4-5,4,<0.35429,1,23+
Not Delinquent,No,1.814030184,38,9.79366816,2,151.0389706,0,0.658347293,2,8,0,1.73-2.9,37-38,4.94+,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.389250199,47,4.703096874,9,49.54676222,0,0.372682135,2,13,0,0.31-0.49,43+,2.59-4.94,6+,9,0.35429-0.37779,>1,12-17
Not Delinquent,No,0.999634632,35,11.43751784,1,72.19203522,0,0.631229363,7,20,0,0.74-1.11,34-36,4.94+,1,1,0.37779-0.78095,>1,18-22
Not Delinquent,No,0.730710619,32,4.798795759,2,159.1126168,0,9.753247884,1,1,0,0.49-0.74,32-33,2.59-4.94,2,2,>0.78095,1,1-5
Not Delinquent,No,0.362157716,20,5.019062533,5,64.65549121,>0,0.362365513,3,15,0,0.31-0.49,18-24,4.94+,4-5,5,0.35429-0.37779,>1,12-17
Not Delinquent,No,8.558985419,28,1.428620937,3,151.5823532,0,0.35549443,2,3,0,5.57-14.26,28-29,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.528070509,32,0.680729307,1,94.12926714,0,0.659975951,8,8,0,0.49-0.74,32-33,0-2.59,1,1,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.291431111,30,12.02150764,2,42.16641342,0,0.443504373,9,17,0,0.15-0.31,30-31,4.94+,2,2,0.37779-0.78095,>1,12-17
Not Delinquent,No,1.212174428,41,3.481552843,1,39.2112384,>0,0.287506551,2,6,0,1.11-1.73,39-42,2.59-4.94,1,1,<0.35429,>1,6-11
Not Delinquent,No,4.026996149,52,1.076249286,6,66.39597274,0,0.690614584,5,6,0,2.9-5.57,43+,0-2.59,6+,6,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.439481702,33,3.425725842,3,100.3921973,0,0.581278489,6,14,0,0.31-0.49,32-33,2.59-4.94,3,3,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.454621041,26,0.337748901,4,89.40146126,0,0.251405087,2,21,0,0.31-0.49,25-27,0-2.59,4-5,4,<0.35429,>1,18-22
Not Delinquent,No,11.68334705,41,2.065216449,1,119.9679231,>0,0.374240676,4,3,0,5.57-14.26,39-42,0-2.59,1,1,0.35429-0.37779,>1,1-5
Not Delinquent,No,21.07819237,41,9.735414807,15,55.3956852,0,5.11934471,2,29,0,14.26+,39-42,4.94+,6+,15,>0.78095,>1,23+
Not Delinquent,No,0.937066316,21,0.587943647,4,76.05190352,0,0.520070818,2,11,0,0.74-1.11,18-24,0-2.59,4-5,4,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.449116793,23,8.193328915,2,156.4931668,0,0.340413558,1,2,0,0.31-0.49,18-24,4.94+,2,2,<0.35429,1,1-5
Not Delinquent,No,0.56707765,38,9.101704632,1,142.2822932,0,0.402408958,6,4,0,0.49-0.74,37-38,4.94+,1,1,0.37779-0.78095,>1,1-5
Not Delinquent,No,3.324352263,28,11.96109105,3,6.384523436,0,0.356702483,1,5,0,2.9-5.57,28-29,4.94+,3,3,0.35429-0.37779,1,1-5
Not Delinquent,No,0.104774776,51,7.599696334,16,58.67886507,0,4.343124417,8,16,0,0-0.15,43+,4.94+,6+,16,>0.78095,>1,12-17
Not Delinquent,No,1.106709793,37,2.623289551,4,4.412762428,0,3.348533374,4,14,0,0.74-1.11,37-38,2.59-4.94,4-5,4,>0.78095,>1,12-17
Not Delinquent,No,0.736420246,41,3.669197049,1,153.6574968,0,0.539085105,1,9,0,0.49-0.74,39-42,2.59-4.94,1,1,0.37779-0.78095,1,6-11
Not Delinquent,No,0.637831111,31,4.518129987,2,97.47280664,0,7.958727551,2,3,0,0.49-0.74,30-31,2.59-4.94,2,2,>0.78095,>1,1-5
Not Delinquent,No,1.00209262,26,12.6535476,6,47.52779126,0,10.07441622,2,22,0,0.74-1.11,25-27,4.94+,6+,6,>0.78095,>1,18-22
Not Delinquent,No,5.034954586,53,12.2821384,5,159.1891965,0,0.053657856,10,9,0,2.9-5.57,43+,4.94+,4-5,5,<0.35429,>1,6-11
Not Delinquent,No,1.703937397,32,13.79233648,4,97.74746372,0,0.64995316,3,4,0,1.11-1.73,32-33,4.94+,4-5,4,0.37779-0.78095,>1,1-5
Not Delinquent,No,15.28467362,37,11.65547611,1,88.41229226,0,0.698038776,10,28,0,14.26+,37-38,4.94+,1,1,0.37779-0.78095,>1,23+
Not Delinquent,No,8.763581276,29,1.905546682,4,156.3076507,0,0.294885926,1,18,0,5.57-14.26,28-29,0-2.59,4-5,4,<0.35429,1,18-22
Not Delinquent,No,2.274342852,49,1.501816788,11,41.47499011,0,0.58056528,5,16,0,1.73-2.9,43+,0-2.59,6+,11,0.37779-0.78095,>1,12-17
Not Delinquent,Yes,2.478774006,27,0.232509636,4,74.61217336,>0,0.366905286,10,12,0,1.73-2.9,25-27,0-2.59,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,Yes,14.66111999,31,1.032799445,3,128.4146367,0,4.39420527,3,2,0,14.26+,30-31,0-2.59,3,3,>0.78095,>1,1-5
Not Delinquent,No,1.020630963,35,6.604283625,2,73.23063262,0,0.106636728,10,7,0,0.74-1.11,34-36,4.94+,2,2,<0.35429,>1,6-11
Not Delinquent,No,6.008202351,28,2.623242146,1,130.7424369,0,0.364822961,7,4,0,5.57-14.26,28-29,2.59-4.94,1,1,0.35429-0.37779,>1,1-5
Not Delinquent,No,4.134368508,35,1.705699612,5,159.3243676,0,0.467925033,4,10,0,2.9-5.57,34-36,0-2.59,4-5,5,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.511852708,41,13.68385594,3,67.82846338,0,0.034937114,11,19,0,0.49-0.74,39-42,4.94+,3,3,<0.35429,>1,18-22
Not Delinquent,No,15.13383119,25,1.609037889,1,153.2893279,0,0.775881449,6,9,0,14.26+,25-27,0-2.59,1,1,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.264173248,27,4.852041512,3,102.5672769,0,0.628051417,2,5,0,0.15-0.31,25-27,2.59-4.94,3,3,0.37779-0.78095,>1,1-5
Not Delinquent,Yes,0.646568788,20,1.864319552,2,157.1332864,0,0.356535128,9,9,0,0.49-0.74,18-24,0-2.59,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.53327751,38,7.257643893,2,45.09802068,0,0.642072524,10,10,0,0.49-0.74,37-38,4.94+,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,5.429926231,41,5.775331961,2,159.683406,0,0.105188095,2,6,0,2.9-5.57,39-42,4.94+,2,2,<0.35429,>1,6-11
Not Delinquent,No,6.453707832,23,4.801108259,4,153.8129854,>0,0.362244333,2,19,0,5.57-14.26,18-24,2.59-4.94,4-5,4,0.35429-0.37779,>1,18-22
Not Delinquent,No,0.744398332,26,1.259665311,1,132.6570367,0,0.366981964,2,21,0,0.74-1.11,25-27,0-2.59,1,1,0.35429-0.37779,>1,18-22
Not Delinquent,No,0.463516973,31,2.521941111,2,86.2387578,0,0.236460987,8,19,0,0.31-0.49,30-31,0-2.59,2,2,<0.35429,>1,18-22
Not Delinquent,No,0.257023507,35,2.006635423,2,82.87236779,0,0.580531899,3,20,0,0.15-0.31,34-36,0-2.59,2,2,0.37779-0.78095,>1,18-22
Not Delinquent,No,0.073744457,34,1.061831046,3,155.2639168,0,0.368373613,3,4,0,0-0.15,34-36,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,4.428112936,32,8.921440255,2,126.0397081,0,0.288870563,1,4,0,2.9-5.57,32-33,4.94+,2,2,<0.35429,1,1-5
Not Delinquent,No,0.186707092,35,13.29681363,5,11.8319108,0,0.71001818,6,8,0,0.15-0.31,34-36,4.94+,4-5,5,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.158064145,29,4.406235163,2,149.7367167,0,0.615102395,2,19,0,0.15-0.31,28-29,2.59-4.94,2,2,0.37779-0.78095,>1,18-22
Not Delinquent,No,2.854954761,31,5.965505345,1,53.41032955,>0,0.078030287,1,2,0,1.73-2.9,30-31,4.94+,1,1,<0.35429,1,1-5
Not Delinquent,No,0.01423556,21,10.11653266,1,155.9194145,0,6.185430902,9,10,0,0-0.15,18-24,4.94+,1,1,>0.78095,>1,6-11
Not Delinquent,No,0.381755834,26,5.679131821,3,101.1796982,0,0.6940229,10,7,0,0.31-0.49,25-27,4.94+,3,3,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.629679617,19,1.088715123,12,53.2491777,0,0.362746393,7,3,0,0.49-0.74,18-24,0-2.59,6+,12,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.283285655,31,2.929916047,3,70.10674944,0,4.975471139,10,3,0,0.15-0.31,30-31,2.59-4.94,3,3,>0.78095,>1,1-5
Not Delinquent,No,22.1069537,31,2.336162486,2,158.804187,0,0.359389604,2,20,0,14.26+,30-31,0-2.59,2,2,0.35429-0.37779,>1,18-22
Not Delinquent,Yes,0.43783025,32,4.66019458,8,146.3112413,0,0.603256001,2,3,0,0.31-0.49,32-33,2.59-4.94,6+,8,0.37779-0.78095,>1,1-5
Not Delinquent,No,5.027381665,31,6.514838123,3,156.9596746,0,0.363927774,6,2,0,2.9-5.57,30-31,4.94+,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,3.468035941,39,1.813936176,3,70.70643251,0,0.26446733,0,29,0,2.9-5.57,39-42,0-2.59,3,3,<0.35429,0,23+
Not Delinquent,No,9.438429916,24,7.733650485,3,158.3129788,0,0.73058018,1,24,0,5.57-14.26,18-24,4.94+,3,3,0.37779-0.78095,1,23+
Not Delinquent,No,0.227710001,37,3.570657111,9,158.0284442,0,0.368549662,5,12,0,0.15-0.31,37-38,2.59-4.94,6+,9,0.35429-0.37779,>1,12-17
Not Delinquent,No,1.120282621,41,4.026126637,2,154.3688986,0,0.354420717,2,19,0,1.11-1.73,39-42,2.59-4.94,2,2,0.35429-0.37779,>1,18-22
Not Delinquent,No,5.66040877,29,3.36190595,5,129.0444507,>0,0.169181169,4,2,0,5.57-14.26,28-29,2.59-4.94,4-5,5,<0.35429,>1,1-5
