S_NUM,account_type,age,customer_relation_time_months,avg_time_cr_tx_60_days,total_cr_amt_30_days,num_unq_rx_90_days,ratio_cr_30to90_days,education,income,num_cards,Target_IBAN_Dig_acc,fraud_flag
6923,companies,24,27,52,41343,0,0.780524297,High School,8159,1,N,0
6924,govt,20,151,57,99663,0,0.549655938,Graduate,45442,1,Y,0
6925,govt,44,218,38,9101,0,0.239055913,Graduate,2894,2,N,0
6926,individual,48,152,9,27550,2,0.176816412,Graduate,48193,1,Y,0
6927,companies,38,240,73,7681,0,0.264097417,Graduate,39510,2,N,0
6928,companies,31,35,56,40627,0,0.216158356,Graduate,41472,1,Y,0
6929,companies,23,29,8,21818,1,0.358939113,Graduate,30548,1,N,0
6930,companies,32,101,73,50969,3,0.326558238,Graduate,15823,1,N,0
6931,govt,21,137,63,43032,0,0.246568305,Graduate,44151,1,Y,0
6932,companies,39,159,73,15860,2,0.388507914,Graduate,39857,1,N,0
6933,individual,19,218,34,47486,0,0.371700571,Graduate,27609,1,N,0
6934,govt,24,135,73,15509,2,0.317638391,High School,6213,1,Y,0
6935,govt,35,163,23,223778,1,0.309978705,Graduate,35894,1,N,0
6936,companies,37,121,20,29128,1,0.417529684,Graduate,12222,1,N,0
6937,govt,16,42,73,28493,1,0.322892739,High School,3043,1,N,0
6938,companies,35,208,73,27220,2,0.204806162,Graduate,12380,1,Y,0
6939,companies,46,29,2,17245,1,0.2359677,Graduate,15825,1,N,0
6940,individual,30,217,26,48765,1,0.348138222,High School,8801,1,Y,0
6941,companies,44,137,73,6476,2,0.380882862,Graduate,29548,1,Y,0
6942,govt,26,121,69,6730,0,0.333322501,Graduate,16676,1,N,0
6943,individual,25,39,73,26344,3,0.169634944,Graduate,23154,1,N,0
6944,govt,34,42,47,22353,0,0.335063569,Graduate,8634,1,N,0
6945,companies,51,22,73,32873,0,0.157200817,Graduate,10762,1,N,0
6946,individual,26,201,62,5075,0,0.372019509,Graduate,9882,1,N,0
6947,companies,43,153,14,7188,0,0.438858491,Graduate,22864,1,N,0
6948,companies,38,81,73,34817,0,0.493568467,Graduate,28268,1,N,0
6949,individual,31,94,21,26548,0,0.493290196,High School,21905,1,N,0
6950,govt,36,178,55,964,1,0.382140409,Graduate,47480,1,N,0
6951,govt,29,226,73,44590,1,0.584275714,Graduate,41492,2,N,0
6952,govt,64,19,73,511,0,0.258761498,Graduate,36012,1,N,0
6953,individual,43,152,31,33742,0,0.253864728,Post Graduate,10811,1,N,0
6954,individual,52,31,73,30841,0,0.225323661,Graduate,8291,1,Y,0
6955,individual,35,55,11,30445,0,0.212526178,Graduate,4703,1,N,0
6956,individual,52,175,73,16531,0,0.438253914,Post Graduate,8503,1,N,0
6957,govt,48,20,14,42602,0,0.344278603,High School,30135,1,N,0
6958,govt,27,68,73,24224,0,0.002062855,Graduate,6121,1,N,0
6959,govt,31,4,73,17382,0,0.287982551,Graduate,9228,1,N,0
6960,companies,43,173,16,46401,1,0.293223657,High School,44468,1,Y,0
6961,individual,37,159,61,43088,1,0.938477151,Graduate,3816,1,N,0
6962,individual,53,62,56,26003,1,0.150871938,Graduate,3426,1,N,0
6963,individual,53,198,23,41985,0,0.638832084,Graduate,12772,1,N,0
6964,companies,42,31,1,31541,2,0.323857844,Graduate,26841,1,N,0
6965,govt,31,162,32,6765,0,0.480242717,Graduate,20524,1,N,0
6966,govt,67,142,0,47736,1,0.368378924,Graduate,11385,1,N,0
6967,companies,32,232,27,25240,0,0.63805757,High School,94917,1,Y,0
6968,individual,37,195,20,534,0,0.768305816,Graduate,12039,2,N,0
6969,individual,28,204,42,41205,0,0.271976543,Graduate,5018,1,Y,0
6970,companies,25,111,73,33306,0,0.38458447,Graduate,2604,1,N,0
6971,govt,39,45,73,3632,2,0.557154778,Post Graduate,8667,1,N,0
6972,individual,35,206,63,23327,0,0.412639672,Graduate,47089,1,Y,0
6973,individual,41,154,21,7269,0,0.468496861,Graduate,1486,1,N,0
6974,individual,18,201,6,5463,0,0.438890711,Graduate,36331,1,N,0
6975,companies,37,190,73,20127,0,0.563381887,High School,36413,1,Y,0
6976,individual,50,16,73,42976,0,0.453499665,Graduate,18284,1,N,0
6977,individual,42,109,73,40896,0,0.568982707,Graduate,16052,1,N,0
6978,govt,41,33,48,11386,0,0.364285182,Graduate,37544,1,N,0
6979,individual,27,116,21,47571,1,0.284560979,Graduate,3743,1,Y,0
6980,govt,35,15,29,11496,0,0.493659322,High School,47524,1,N,0
6981,govt,18,194,65,46443,1,0.423956524,High School,4798,2,N,0
6982,govt,50,57,32,4067,0,0.977583317,Graduate,19282,1,Y,0
6983,companies,64,217,42,41130,0,0.364135429,Graduate,24624,1,N,0
6984,companies,20,132,20,4370,0,0.268131062,Graduate,81177,1,Y,0
6985,companies,28,160,73,2555,0,0.372830981,Graduate,78203,3,N,0
6986,companies,25,4,73,33138,0,0.439141028,Graduate,3297,2,N,0
6987,companies,23,143,1,17278,2,0.293590558,High School,35727,1,N,0
6988,individual,29,51,48,14307,0,0.37408962,High School,37341,1,Y,0
6989,govt,61,112,73,11902,0,0.49386347,Graduate,25313,1,N,0
6990,govt,29,155,0,31818,2,0.306322828,High School,21041,1,N,0
6991,individual,53,68,17,19738,1,0.366748597,Graduate,11557,1,N,0
6992,companies,18,17,73,26395,1,0.296501018,Graduate,60912,1,Y,0
6993,individual,44,107,73,4136,1,0.354601599,Graduate,18003,3,N,0
6994,govt,41,183,4,13838,1,0.547717658,Graduate,2060,1,Y,0
6995,individual,59,25,48,21397,2,0.519763354,Graduate,2365,1,Y,0
6996,individual,51,3,73,6980,0,0.205561453,Graduate,26921,1,N,0
6997,govt,46,43,73,10557,1,0.507678767,Graduate,3744,1,N,0
6998,individual,41,38,22,14887,0,0.388784498,High School,28074,1,N,0
6999,companies,35,12,73,23434,0,0.630586264,High School,29401,1,Y,0
7000,govt,32,55,73,5281,0,0.350049273,Post Graduate,12433,1,N,0
7001,individual,28,228,12,42427,3,0.329340243,Graduate,28613,1,N,0
7002,individual,34,48,26,19812,0,0.388738799,Graduate,12216,1,N,0
7003,individual,22,120,43,297,2,0.251554462,Graduate,15803,1,Y,0
7004,companies,18,212,73,33930,2,0.202399735,Graduate,42338,1,N,0
7005,govt,31,131,14,48523,1,0.46688629,Graduate,34146,2,Y,0
7006,companies,16,142,35,9557,0,0.420847028,High School,425,1,N,0
7007,individual,19,157,9,17010,0,0.41765525,High School,16359,1,Y,0
7008,individual,59,109,73,8977,0,0.316688039,Graduate,20082,1,Y,0
7009,individual,45,30,19,5199,0,0.117465837,Graduate,43430,1,Y,0
7010,individual,18,48,71,34585,1,0.369263984,High School,11725,1,N,0
7011,companies,38,58,73,89,0,0.204144882,Graduate,9798,1,N,0
7012,govt,41,232,73,17982,0,0.415173543,High School,327,1,Y,0
7013,govt,20,22,31,16639,1,0.377365974,High School,3109,1,N,0
7014,individual,29,15,73,22076,3,0.376257631,Graduate,8192,1,Y,0
7015,companies,49,142,73,7408,2,0.229240037,Graduate,7198,1,N,0
7016,individual,29,185,73,24226,0,0.383344966,Graduate,48392,1,N,0
7017,companies,28,93,16,9325,1,0.252560615,Graduate,13066,2,Y,0
7018,govt,21,133,22,36892,0,0.352041059,Graduate,6555,1,Y,0
7019,govt,26,186,73,16688,0,0.527024945,High School,1331,1,N,0
7020,govt,25,25,73,17572,1,0.79864892,High School,5982,1,Y,0
7021,companies,17,215,4,35012,0,0.232610758,Graduate,38788,1,N,0
7022,govt,50,95,42,30167,3,0.444625016,Graduate,25749,1,Y,0
7023,govt,23,80,35,42931,1,0.283934296,Post Graduate,2987,1,N,0
7024,companies,16,174,0,16421,0,0.400870143,High School,7825,1,Y,0
7025,govt,35,41,26,38195,0,0.283632808,Graduate,8740,1,Y,0
7026,individual,40,118,73,934,1,0.1159978,Graduate,1984,1,Y,0
7027,individual,15,2,48,24689,1,0.908588866,High School,6886,1,N,0
7028,companies,33,137,73,7138,1,0.557025964,High School,4012,1,N,0
7029,individual,34,15,25,102095,1,0.189059035,Graduate,43035,1,Y,0
7030,companies,31,72,73,15427,5,0.380097667,Graduate,19512,2,Y,0
7031,individual,42,206,23,43404,1,0.154652156,Graduate,8575,1,N,0
7032,companies,23,99,37,12818,1,0.289750259,High School,1041,1,N,0
7033,companies,50,205,58,19741,1,0.436811639,Post Graduate,3355,1,N,0
7034,individual,31,40,63,12696,1,0.570270214,Graduate,1131,1,N,0
7035,govt,64,79,2,40221,1,0.580486273,Graduate,4321,1,N,0
7036,companies,31,164,73,1549,0,0.346817951,Graduate,16611,1,N,0
7037,individual,27,67,54,42716,0,0.291901225,Graduate,9869,1,Y,0
7038,companies,77,47,73,47039,0,0.4091249,Graduate,1307,1,N,0
7039,companies,53,22,73,45209,0,0.428627126,Graduate,16000,1,N,0
7040,govt,44,224,28,12887,0,0.113454438,Graduate,18355,1,N,0
7041,govt,31,232,16,4421,3,0.565779401,Post Graduate,13,1,N,0
7042,govt,47,27,24,6888,1,0.258066952,High School,33510,1,N,0
7043,govt,28,60,37,20931,1,0.389845755,Graduate,2266,1,N,0
7044,companies,15,165,73,46147,2,0.255559647,High School,1294,1,N,0
7045,govt,31,180,73,45046,1,0.354529325,High School,45599,1,N,0
7046,companies,17,133,73,18152,0,0.937556602,High School,7485,1,N,0
7047,companies,44,27,73,28016,4,0.81716094,Graduate,7406,2,Y,0
7048,individual,27,110,27,16146,1,0.83612815,High School,12210,1,N,0
7049,individual,40,45,3,11701,0,0.640876258,High School,35993,1,N,0
7050,individual,46,54,16,29254,0,0.399740202,Graduate,45071,1,N,0
7051,individual,21,212,73,11921,2,0.408268306,High School,27483,1,Y,0
7052,companies,33,32,4,23693,0,0.314555716,Graduate,25032,1,N,0
7053,companies,38,195,36,43282,2,0.270302196,Graduate,35205,1,N,0
7054,companies,15,128,2,26318,1,0.562754625,Graduate,69319,1,N,0
7055,individual,28,32,73,46488,2,0.359526035,Graduate,10730,1,N,0
7056,individual,42,22,73,24308,2,0.387641324,Graduate,3310,2,N,0
7057,govt,34,178,73,47022,5,0.752891282,Graduate,12797,1,Y,0
7058,individual,35,102,73,9908,2,0.410206414,Graduate,459,1,Y,0
7059,govt,29,166,73,12369,3,0.221112105,High School,30089,1,Y,0
7060,companies,20,139,0,28153,2,0.332026795,Graduate,20936,1,Y,0
7061,companies,21,107,55,48412,0,0.201498797,High School,28932,1,N,0
7062,individual,54,239,57,49746,0,0.337829889,High School,9307,1,Y,0
7063,companies,51,211,73,21202,2,0.497827595,Graduate,27276,1,Y,0
7064,govt,19,65,73,22352,1,0.249232925,High School,3567,1,Y,0
7065,individual,31,193,31,21326,3,0.915750971,Graduate,4041,1,N,0
7066,individual,52,18,8,37364,0,0.44257316,Graduate,1223,1,Y,0
7067,govt,15,129,73,75181,0,0.242107862,High School,16914,1,Y,0
7068,govt,50,16,73,8981,2,0.103510369,Graduate,9567,1,N,0
7069,companies,21,229,70,19562,2,0.415435705,Graduate,4028,1,N,0
7070,individual,30,240,73,3086,1,0.469925544,High School,9801,1,Y,0
7071,govt,27,92,73,41812,0,0.376429073,Graduate,1152,1,N,0
7072,companies,34,20,73,32850,4,0.378719828,Graduate,36581,1,N,0
7073,companies,36,29,73,14127,1,0.255747187,Graduate,17687,1,N,0
7074,individual,49,128,20,140452,0,0.167958274,Graduate,44653,1,Y,0
7075,individual,19,19,66,18484,0,0.367768857,High School,8452,1,N,0
7076,companies,41,98,73,28659,0,0.397926644,Graduate,30340,1,Y,0
7077,individual,31,28,35,23780,1,0.328633749,Graduate,63934,2,N,0
7078,companies,26,17,73,60936,0,0.208864955,Graduate,7433,1,N,0
7079,companies,36,79,17,34743,0,0.128805969,Graduate,138,1,Y,0
7080,companies,74,4,73,188871,1,0.30312113,Graduate,61560,3,Y,0
7081,individual,22,63,73,24622,0,0.784152591,Graduate,1779,1,N,0
7082,govt,36,63,60,42227,0,0.419023415,Graduate,12040,1,Y,0
7083,govt,41,25,73,39315,0,0.653606126,Post Graduate,2105,3,Y,0
7084,companies,31,140,61,13255,0,0.556717342,High School,99520,1,N,0
7085,companies,23,151,73,12803,0,0.392906663,Graduate,6463,1,N,0
7086,individual,42,37,10,13960,1,0.23005253,High School,34263,1,N,0
7087,individual,38,200,19,48941,0,0.537010223,High School,15964,1,N,0
7088,companies,36,211,12,16489,0,0.118850364,Post Graduate,3926,3,N,0
7089,individual,50,133,39,48599,2,0.346581224,Graduate,96428,1,N,0
7090,govt,31,196,73,41327,1,0.557369627,High School,52121,1,Y,0
7091,individual,44,56,73,18155,0,0.250273196,Graduate,25375,1,N,0
7092,companies,32,229,46,482,0,0.191122608,High School,4625,1,N,0
7093,individual,22,72,73,43923,0,0.549498869,Post Graduate,6521,2,Y,0
7094,govt,43,167,73,16134,0,0.367373441,Graduate,47521,2,N,0
7095,govt,21,85,12,14333,2,0.585397555,Graduate,13006,1,N,0
7096,govt,46,9,46,10173,0,0.389109159,Graduate,6813,1,Y,0
7097,govt,24,14,24,34093,1,0.597615334,Graduate,19379,1,N,0
7098,individual,55,105,73,35151,1,0.467557888,High School,7785,2,N,0
7099,individual,34,163,48,80753,0,0.111007475,Graduate,12900,1,N,0
7100,individual,53,181,5,8627,0,0.746216547,High School,29582,1,Y,0
7101,companies,43,113,73,12760,0,0.250008267,Graduate,47941,1,N,0
7102,individual,16,80,5,15689,2,0.0992301,Graduate,46038,1,N,0
7103,companies,23,78,68,2434,0,0.295728588,Graduate,4824,1,N,0
7104,companies,30,219,73,16572,0,0.463017302,High School,33308,1,N,0
7105,individual,34,151,29,34386,0,0.44984203,Graduate,1141,2,N,0
7106,individual,24,132,26,49099,1,0.019490603,Post Graduate,1515,1,N,0
7107,companies,40,206,73,42954,2,0.14151829,Graduate,3382,1,Y,0
7108,companies,34,186,42,23565,2,0.36224279,Graduate,23042,1,N,0
7109,individual,38,18,73,16467,1,0.380697719,Graduate,61252,1,Y,0
7110,companies,32,134,0,76331,0,0.686833629,Graduate,11689,1,N,0
7111,individual,36,174,18,47083,1,0.330799129,High School,16442,1,Y,0
7112,individual,50,23,22,77811,8,0.453553227,Graduate,17797,4,N,0
7113,govt,22,240,42,5815,0,0.467002781,Graduate,10118,1,N,0
7114,individual,36,18,4,28911,1,0.366986399,High School,26563,1,N,0
7115,companies,34,184,73,46508,0,0.361177615,Graduate,9311,1,Y,0
7116,individual,63,19,0,6455,0,0.990141578,Graduate,26252,1,N,0
7117,govt,55,125,73,37981,0,0.316532443,Graduate,2944,1,N,0
7118,companies,62,13,48,23565,4,0.367484882,Graduate,37572,1,N,0
7119,govt,26,238,24,14483,0,0.34783106,High School,33960,1,N,0
7120,individual,22,221,73,46259,2,0.44748583,Graduate,6901,1,N,0
7121,companies,37,125,16,31269,0,0.345221452,Graduate,59949,1,N,0
7122,companies,27,114,65,20456,1,0.144797216,Graduate,6737,1,N,0
7123,companies,38,69,64,9065,1,0.312259109,Graduate,12634,1,Y,0
7124,companies,44,3,57,97600,1,0.298258822,High School,48039,2,Y,0
7125,individual,29,40,73,34100,0,0.294130546,Graduate,48910,1,N,0
7126,companies,39,116,73,31694,1,0.250762055,Graduate,4675,1,N,0
7127,govt,84,8,30,7882,2,0.242264305,Graduate,52195,2,N,0
7128,govt,23,72,73,49255,0,0.933662948,Graduate,23077,2,N,0
7129,companies,28,54,47,9970,0,0.318964949,High School,38765,1,N,0
7130,companies,59,1,0,4273,0,0.909412562,Graduate,46500,2,N,0
7131,individual,48,3,68,34138,0,0.27363652,Post Graduate,14543,1,N,0
7132,individual,28,21,73,35261,0,0.240481584,Graduate,14629,1,Y,0
7133,companies,34,20,73,31875,0,0.465175379,Graduate,14610,2,N,0
7134,govt,54,108,19,12653,0,0.263185792,Graduate,25673,1,N,0
7135,govt,31,191,73,25491,0,0.344227066,High School,3685,1,N,0
7136,govt,28,99,71,33233,2,0.479580246,Graduate,15781,1,Y,0
7137,govt,32,47,13,7148,0,0.215240127,Graduate,2226,1,N,0
7138,govt,38,35,73,12650,0,0.398626534,Graduate,19667,1,N,0
7139,companies,28,13,73,41922,0,0.390562297,High School,22686,1,Y,0
7140,govt,34,99,73,21625,1,0.22699167,High School,31844,1,N,0
7141,companies,19,129,35,2095,2,0.92268626,Graduate,23806,1,N,0
7142,govt,49,162,73,21917,1,0.279622441,High School,49604,1,Y,0
7143,individual,42,41,19,42262,0,0.326817991,Graduate,9382,1,N,0
7144,govt,41,46,46,5138,3,0.504594718,Graduate,3888,1,N,0
7145,individual,45,120,10,20014,0,0.378976497,Graduate,49628,1,Y,0
7146,individual,41,208,73,26048,3,0.356239442,Graduate,68656,2,N,0
7147,govt,59,20,73,31498,1,0.401895853,Graduate,22539,1,N,0
7148,individual,26,155,73,28945,0,0.316167528,Graduate,59221,1,N,0
7149,govt,30,206,73,41325,0,0.136510295,Graduate,8099,2,N,0
7150,companies,83,9,73,19593,1,0.316539323,High School,25449,3,N,0
7151,govt,29,143,73,4952,2,0.333233137,High School,4856,1,Y,0
7152,govt,34,29,73,48075,0,0.348373018,Graduate,3125,2,Y,0
7153,govt,19,157,29,43393,0,0.492402328,High School,2725,1,N,0
7154,govt,46,25,19,8649,1,0.251247034,Graduate,2122,1,N,0
7155,companies,24,158,24,35441,0,0.430293502,Graduate,37201,1,Y,0
7156,govt,23,110,73,7634,1,0.448121386,Graduate,7387,1,Y,0
7157,govt,34,42,21,145966,5,0.302539611,Graduate,13407,1,Y,0
7158,individual,35,196,13,6208,2,0.202914166,High School,18370,1,Y,0
7159,individual,56,114,64,16549,6,0.381858763,High School,19093,1,Y,0
7160,govt,23,154,7,19843,0,0.580805988,High School,8493,1,Y,0
7161,govt,20,172,0,20582,2,0.344516702,Graduate,24842,1,Y,0
7162,govt,20,13,24,39895,0,0.010549799,High School,4830,1,N,0
7163,individual,45,175,73,43572,0,0.989885913,Graduate,5462,1,N,0
7164,govt,26,197,28,44942,1,0.308687964,Graduate,22765,1,Y,0
7165,individual,30,33,73,10273,0,0.264112602,Graduate,3684,1,N,0
7166,companies,20,24,73,46365,0,0.366417865,High School,9218,1,N,0
7167,companies,16,114,19,16980,1,0.233529509,Graduate,24491,1,N,0
7168,individual,57,184,29,1607,1,0.230774556,High School,35903,1,N,0
7169,govt,20,142,73,34115,2,0.215859332,High School,3850,1,N,0
7170,govt,49,102,5,2656,0,0.332700777,Graduate,7045,1,Y,0
7171,companies,39,123,25,9790,1,0.259577103,Graduate,41012,1,N,0
7172,individual,45,12,26,5173,1,0.385668437,Graduate,89297,1,Y,0
7173,companies,18,76,66,34393,0,0.588896459,Graduate,27199,1,N,0
7174,govt,41,236,55,31868,0,0.684103273,Graduate,12744,1,N,0
7175,companies,17,150,73,10568,0,0.389278989,High School,5604,1,N,0
7176,individual,24,163,73,8809,0,0.28118332,Graduate,4349,3,N,0
7177,individual,47,6,73,41163,1,0.245045947,Graduate,38699,1,N,0
7178,companies,32,60,11,25969,0,0.622062744,Graduate,1108,1,N,0
7179,companies,18,83,65,7783,3,0.951949032,High School,7164,1,Y,0
7180,individual,45,95,35,42791,2,0.488563735,Graduate,49461,1,Y,0
7181,individual,53,29,22,39348,0,0.577325819,Graduate,10951,1,N,0
7182,companies,74,182,45,11866,3,0.373380684,Graduate,2003,1,N,0
7183,individual,28,36,43,27776,2,0.129099578,Graduate,17436,1,N,0
7184,govt,44,6,20,28359,1,0.436587624,Graduate,53411,1,N,0
7185,individual,52,34,9,15761,1,0.295489456,Graduate,1038,2,N,0
7186,govt,22,162,7,15377,2,0.225378173,Graduate,8566,1,N,0
7187,companies,38,234,6,41062,0,0.480993731,Graduate,4866,1,Y,0
7188,companies,66,113,55,13717,1,0.390806585,High School,20335,1,N,0
7189,govt,51,154,37,25653,3,0.693176331,Post Graduate,16729,2,N,0
7190,govt,56,23,73,32729,0,0.22168069,Graduate,19809,1,N,0
7191,individual,74,34,73,37960,0,0.257488716,High School,14254,1,N,0
7192,govt,16,238,27,49940,2,0.408490022,High School,12927,1,N,0
7193,govt,16,74,57,218434,0,0.261436321,High School,19506,1,N,0
7194,companies,36,197,22,43516,0,0.356314726,Graduate,2657,1,N,0
7195,govt,44,193,28,20485,1,0.200481674,Graduate,20006,1,Y,0
7196,govt,26,125,17,67432,1,0.241204579,Post Graduate,2396,1,N,0
7197,individual,36,136,13,39919,0,0.669469243,Graduate,4172,1,N,0
7198,govt,31,41,39,12308,3,0.185749958,Graduate,2695,1,Y,0
7199,companies,45,39,55,43374,0,0.49352945,Graduate,66988,1,N,0
7200,individual,28,136,0,26199,0,0.392699864,Graduate,6759,1,N,0
7201,individual,21,0,29,14973,2,0.349818319,High School,47035,1,N,0
7202,govt,33,35,22,203,0,0.977597007,Graduate,15480,1,N,0
7203,govt,43,56,43,4643,1,0.517587491,Graduate,38355,1,N,0
7204,individual,41,183,73,40056,0,0.273173884,High School,47419,3,N,0
7205,govt,49,122,50,36070,0,0.080393207,Graduate,22967,1,N,0
7206,govt,31,29,73,15144,0,0.439316285,High School,5801,2,N,0
7207,companies,26,134,73,37605,0,0.271880211,Graduate,2058,1,Y,0
7208,companies,48,2,73,26035,1,0.248452631,Graduate,4595,1,N,0
7209,companies,38,205,73,12405,1,0.56129856,Graduate,4705,2,N,0
7210,individual,25,138,73,15902,1,0.570607063,Post Graduate,3053,1,N,0
7211,govt,50,236,36,35312,0,0.411118966,High School,63112,1,Y,0
7212,companies,28,46,27,12607,1,0.691921455,Graduate,8096,1,N,0
7213,companies,28,35,73,40309,0,0.338816572,Post Graduate,2978,1,N,0
7214,govt,36,132,66,35367,0,0.188514831,Graduate,17450,1,Y,0
7215,govt,33,42,62,24414,1,0.232179543,High School,23477,1,N,0
7216,individual,51,23,73,282827,1,0.207214943,High School,8945,3,N,0
7217,govt,33,29,73,1477,0,0.118275608,Post Graduate,3787,1,Y,0
7218,individual,15,26,70,37940,2,0.687430501,High School,5408,1,N,0
7219,govt,41,11,73,70940,0,0.365512694,Graduate,2313,1,Y,0
7220,govt,31,32,73,29963,2,0.381660903,Graduate,5153,1,N,0
7221,individual,76,81,73,15644,2,0.438746651,Graduate,36485,1,Y,0
7222,govt,25,217,19,12073,0,0.941188244,High School,20572,1,N,0
7223,individual,40,209,73,49243,0,0.302789285,Graduate,31989,1,N,0
7224,companies,43,45,6,2685,0,0.74459885,Graduate,21924,1,N,0
7225,govt,33,0,25,30533,0,0.342923326,Graduate,685,1,N,0
7226,individual,23,143,24,12090,3,0.532463705,Graduate,5981,1,N,0
7227,companies,27,200,73,39053,0,0.19368446,Graduate,104,1,N,0
7228,govt,38,80,73,0,1,0.344615458,Graduate,24500,1,N,0
7229,govt,65,150,30,30945,3,0.358363226,High School,50939,1,N,0
7230,companies,38,232,73,42143,1,0.628710951,Graduate,23515,1,Y,0
7231,individual,16,179,43,17886,1,0.284428931,Graduate,61878,1,Y,0
7232,individual,17,217,73,53514,0,0.479614951,High School,10604,1,N,0
7233,individual,42,236,27,96208,2,0.224166696,Graduate,26917,1,Y,0
7234,individual,51,30,14,1748,1,0.422253498,Graduate,9849,2,N,0
7235,individual,69,16,73,47537,0,0.256190066,High School,46544,1,N,0
7236,govt,22,177,73,48114,0,0.422998595,Graduate,3604,2,N,0
7237,individual,27,229,71,19034,0,0.346640048,Graduate,4667,1,Y,0
7238,companies,62,231,73,35027,0,0.405651389,Graduate,52155,1,Y,0
7239,individual,16,134,73,4435,4,0.31066484,Graduate,65673,1,N,0
7240,individual,41,237,73,21405,0,0.319265023,Graduate,85124,2,N,0
7241,individual,32,130,66,27200,1,0.389947021,High School,39510,1,N,0
7242,individual,32,14,73,2060,2,0.423822477,Graduate,9600,1,N,0
7243,individual,43,17,0,22789,2,0.222590388,High School,10295,2,N,0
7244,individual,25,84,41,16021,1,0.361127886,Graduate,6582,2,N,0
7245,individual,49,144,61,59505,1,0.396729996,High School,72713,4,Y,0
7246,govt,21,127,73,48381,3,0.275328067,High School,4460,1,Y,0
7247,individual,27,155,17,28858,0,0.112097457,Graduate,1767,1,Y,0
7248,companies,30,24,30,16915,0,0.591830817,Graduate,8719,1,N,0
7249,individual,26,92,73,1202,0,0.506231115,Graduate,1283,1,N,0
7250,govt,34,143,73,49605,1,0.388312732,High School,76938,2,Y,0
7251,individual,17,173,20,5030,0,0.169250327,High School,13312,1,Y,0
7252,individual,24,35,73,30956,0,0.164774222,Graduate,34834,1,N,0
7253,companies,42,154,52,35767,1,0.462012277,High School,31235,1,N,0
7254,govt,20,24,60,6779,0,0.301302056,Graduate,82314,1,N,0
7255,individual,25,76,22,35924,0,0.392092203,Graduate,14282,3,N,0
7256,individual,26,232,73,13243,2,0.600616954,Graduate,37730,1,Y,0
7257,individual,15,92,51,23337,2,0.2796086,Graduate,41102,1,Y,0
7258,companies,61,145,40,325955,0,0.217777306,Graduate,11272,1,N,0
7259,individual,39,120,49,292878,1,0.561949918,Graduate,56100,2,N,0
7260,govt,40,144,8,11815,1,0.382942587,Graduate,44066,4,N,0
7261,individual,20,197,29,106508,3,0.394727324,High School,10283,1,N,0
7262,companies,24,128,38,15369,1,0.215423294,Graduate,5055,1,N,0
7263,govt,62,211,25,39178,0,0.479859289,Graduate,4251,2,Y,0
7264,individual,25,27,73,11900,0,0.41840582,Graduate,256,1,Y,0
7265,individual,19,77,7,34327,1,0.448964125,High School,9595,2,Y,0
7266,companies,41,161,73,62872,1,0.63324166,Graduate,22434,1,N,0
7267,individual,33,23,73,20594,1,0.593551757,Graduate,24689,1,N,0
7268,individual,20,36,54,42096,0,0.237207129,Graduate,23816,1,N,0
7269,companies,44,25,7,39139,2,0.387983915,Graduate,5187,1,Y,0
7270,govt,23,155,14,32046,3,0.018839103,Graduate,11086,1,N,0
7271,individual,43,139,19,4866,0,0.918499854,High School,30441,1,Y,0
7272,companies,37,50,73,41264,0,0.148637403,Graduate,6961,1,N,0
7273,companies,34,29,73,3602,2,0.880303304,Graduate,42767,1,N,0
7274,govt,37,203,73,26761,0,0.277598263,Graduate,4272,1,Y,0
7275,companies,50,48,73,44605,0,0.317056146,Graduate,17253,1,N,0
7276,govt,15,202,62,17258,0,0.400015775,Graduate,37047,1,N,0
7277,companies,30,134,28,46064,1,0.904717442,High School,5990,1,N,0
7278,govt,53,232,73,21404,0,0.12878988,Graduate,3174,1,Y,0
7279,companies,24,18,73,24635,0,0.300800591,Post Graduate,2833,2,N,0
7280,govt,24,197,20,2389,0,0.460084117,Graduate,94840,1,N,0
7281,individual,30,216,35,48383,0,0.341293692,Post Graduate,328,1,N,0
7282,companies,18,161,73,40210,0,0.018281001,Graduate,34828,1,N,0
7283,companies,40,187,12,16116,2,0.576281046,Graduate,3200,1,Y,0
7284,companies,38,132,36,6464,2,0.425955025,Graduate,23768,1,Y,0
7285,individual,29,38,31,36752,1,0.251496597,Graduate,9554,1,N,0
7286,individual,36,218,73,36208,0,0.28752959,Graduate,3475,2,N,0
7287,govt,29,136,73,46416,2,0.512760741,Graduate,5475,1,N,0
7288,individual,25,138,12,9902,0,0.305950754,Graduate,17596,1,N,0
7289,govt,17,19,73,10269,2,0.074071577,High School,1129,1,N,0
7290,individual,21,89,54,25883,1,0.419770217,Graduate,37661,1,N,0
7291,individual,63,223,9,11793,0,0.59010706,Post Graduate,16176,1,N,0
7292,companies,52,79,20,10555,1,0.640599434,Graduate,22242,1,N,0
7293,individual,81,201,73,924,1,0.118513294,Graduate,8699,1,N,0
7294,companies,31,60,57,44395,0,0.575404964,High School,22033,1,N,0
7295,companies,41,56,73,29958,0,0.223081394,Graduate,14593,1,N,0
7296,companies,62,77,73,96318,0,0.475927007,Graduate,14461,1,N,0
7297,individual,22,166,73,25728,0,0.498756909,Graduate,6481,1,Y,0
7298,individual,38,206,73,17352,0,0.983038972,Graduate,6897,1,N,0
7299,govt,19,122,73,46032,0,0.258614217,High School,15769,1,N,0
