id,tgt_1,int_rate,num_tl_90g_dpd_24m,emp_length,dti,home_ownership,loan_amnt,LOR,FICO_Change,annual_inc,Occupation_group,product_group,loc_group,Occupation,product,location
67715916,0,9.17,0,10+ years,9.02,MORTGAGE,5600,220,-70,105000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod2,loc194
67715921,0,9.17,0,10+ years,23.1,MORTGAGE,6500,144,5,72000,medium_tgt_occ,high_tgt_prd,high_tgt_loc,Occ10,Prod9,loc291
67715936,0,10.64,0,N/A,26.21,OWN,10000,220,155,22752,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc753
67715943,0,15.41,0,3 years,24.41,OWN,35000,215,95,82000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc654
67715945,0,10.64,0,10+ years,11.94,MORTGAGE,16000,213,-10,82000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ34,Prod3,loc370
67715950,0,17.57,0,10+ years,10.45,MORTGAGE,30000,153,25,203712,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod4,loc771
67715953,0,13.18,0,N/A,15.23,MORTGAGE,9800,270,-45,21350,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ32,Prod3,loc714
67715961,0,9.17,1,10+ years,2.8,RENT,6400,448,-5,75000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc756
67715962,0,11.99,0,6 years,16.31,RENT,26500,191,150,73000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod3,loc421
67715978,0,15.41,0,4 years,10.95,RENT,11600,74,-20,33000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc88
67715983,0,15.41,0,10+ years,19.15,MORTGAGE,30000,279,-70,86000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ47,Prod3,loc455
67716025,0,13.67,0,1 year,19.6,RENT,12800,131,10,100000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ44,Prod9,loc186
67716031,0,9.17,0,7 years,23.25,MORTGAGE,16800,156,-10,75000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod6,loc616
67716069,0,11.22,0,< 1 year,15.71,RENT,6000,163,200,65000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc237
67716074,0,9.76,0,1 year,9.12,MORTGAGE,17500,153,-75,70000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod2,loc142
67716080,0,9.17,0,10+ years,16,MORTGAGE,18000,231,-45,54000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod6,loc380
67716088,0,11.22,0,3 years,22.14,RENT,5000,99,-5,29000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ7,Prod2,loc44
67725168,0,9.76,0,8 years,34.18,OWN,16000,145,-50,54000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc111
67725173,0,8.38,0,3 years,6.75,RENT,10000,114,-100,24000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ22,Prod2,loc457
67725187,0,9.17,0,7 years,10.08,RENT,3500,129,-50,35000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ18,Prod2,loc4
67725224,0,11.22,0,1 year,24.82,RENT,8000,122,-15,25000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc724
67725228,0,11.99,0,1 year,4.8,RENT,10000,145,15,58000,medium_tgt_occ,high_tgt_prd,med_tgt_loc,Occ13,Prod9,loc496
67725243,0,15.41,0,10+ years,21.5,MORTGAGE,20000,188,-15,82000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ18,Prod3,loc12
67725277,0,18.2,0,10+ years,27.23,MORTGAGE,21000,295,200,55000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ32,Prod6,loc713
67725304,0,11.22,0,2 years,18.37,RENT,15000,126,60,72000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc494
67725330,0,13.67,0,1 year,20.86,MORTGAGE,1500,212,80,60000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ14,Prod4,loc408
67725331,0,18.2,0,3 years,20.31,MORTGAGE,5000,157,65,40000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ19,Prod9,loc179
67725336,0,6.24,0,< 1 year,16.89,RENT,14000,184,35,105000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc761
67725349,0,9.17,0,5 years,9.86,MORTGAGE,3000,180,175,50000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ10,Prod9,loc293
67725354,0,9.17,0,5 years,14.09,OWN,6000,251,-30,39000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc121
67725428,0,18.2,0,10+ years,18.51,MORTGAGE,4200,230,85,48500,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ47,Prod12,loc440
67725430,0,13.67,0,10+ years,22.47,MORTGAGE,29500,298,40,132000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod2,loc321
67725446,0,13.18,0,3 years,16.68,MORTGAGE,35000,216,-45,81000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc116
67725485,0,11.22,0,2 years,11.77,RENT,7000,109,-25,50986,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ37,Prod9,loc128
67725490,0,21.99,0,10+ years,35.89,RENT,25075,207,130,66000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod3,loc182
67725503,0,16.99,1,1 year,10.96,RENT,19000,171,110,49500,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ46,Prod2,loc785
67725505,0,13.67,0,5 years,19.56,RENT,24000,290,-40,77000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc75
67725514,0,6.89,0,2 years,5.82,OWN,5000,92,165,28000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc737
67725529,0,11.99,0,2 years,16.4,RENT,3000,88,-85,38500,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ15,Prod6,loc542
67725550,0,16.99,0,8 years,7.47,MORTGAGE,14550,116,-30,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ22,Prod3,loc463
67725553,0,11.99,0,2 years,3.67,MORTGAGE,5000,52,65,55000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ42,Prod9,loc657
67725555,0,19.99,0,10+ years,26.68,MORTGAGE,12000,223,-20,60000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod3,loc432
67725610,0,7.26,0,5 years,13.75,RENT,24000,303,-5,55000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod3,loc92
67725637,0,11.22,0,< 1 year,16.9,RENT,4000,226,170,38500,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc267
67725640,0,11.99,0,10+ years,16.41,MORTGAGE,15000,110,-50,130000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc746
67725643,0,14.48,0,3 years,15.08,RENT,18000,213,-45,78000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ43,Prod3,loc683
67725658,0,15.41,0,3 years,29.24,RENT,10000,186,155,52000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ3,Prod3,loc591
67725665,0,7.89,0,2 years,11,MORTGAGE,35000,173,-35,108425,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ30,Prod2,loc64
67725667,0,13.18,0,5 years,16.57,RENT,5000,46,120,35000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc750
67725675,0,19.99,0,N/A,39.78,MORTGAGE,21900,557,160,49800,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ5,Prod3,loc743
67725718,0,13.67,0,10+ years,21.4,MORTGAGE,24000,208,155,98013,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc622
67725726,0,14.48,0,7 years,16.58,RENT,10000,132,155,83000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc288
67725755,0,17.57,0,2 years,39.51,RENT,21000,139,-20,82000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ22,Prod2,loc461
67725790,0,11.99,0,8 years,29.78,MORTGAGE,35000,225,50,155000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ10,Prod2,loc290
67725793,0,7.89,0,9 years,10.72,MORTGAGE,25000,475,-115,350000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc746
67725827,0,6.89,0,4 years,8.19,RENT,10000,136,-65,40000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ16,Prod2,loc348
67725835,0,13.67,0,10+ years,5.05,MORTGAGE,25000,187,165,124000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ33,Prod4,loc88
67725849,0,7.89,0,6 years,22.59,MORTGAGE,13000,146,0,56000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc299
67725857,0,13.18,0,9 years,20.55,MORTGAGE,2000,163,110,25000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ33,Prod7,loc123
67725863,0,12.59,0,5 years,11.54,OWN,20000,109,-10,92000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ46,Prod6,loc787
67725865,0,11.22,0,9 years,11.79,RENT,15000,117,-20,57600,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ39,Prod3,loc249
67725871,0,8.38,2,10+ years,19.91,MORTGAGE,12000,176,-10,59000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc496
67725877,0,9.76,0,3 years,5.41,OWN,10000,176,190,135000,medium_tgt_occ,med_tg_prd,high_tgt_loc,Occ10,Prod4,loc290
67725884,0,9.17,0,2 years,18.8,RENT,8800,148,-35,75000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ13,Prod2,loc493
67725895,0,14.48,0,8 years,31.7,MORTGAGE,11000,387,170,45000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ39,Prod3,loc251
67725922,0,10.64,0,1 year,25.81,MORTGAGE,21000,230,20,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc113
67725923,0,7.89,0,10+ years,10.54,OWN,24000,222,70,200000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod2,loc492
67725924,0,18.99,0,1 year,24.65,RENT,15000,79,-130,102000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod3,loc660
67725927,0,16.99,0,5 years,9.26,MORTGAGE,20000,57,-45,65000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc724
67725956,0,12.59,0,3 years,11.65,MORTGAGE,5000,63,205,65000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ39,Prod3,loc255
67725987,0,15.41,0,< 1 year,30.08,OWN,13500,252,-20,46000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ27,Prod2,loc482
67725988,0,21.99,0,7 years,20.66,MORTGAGE,35000,134,130,120000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ31,Prod3,loc709
67726002,0,6.89,0,N/A,4.63,MORTGAGE,10000,357,-35,78000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ10,Prod3,loc281
67726006,0,8.38,0,N/A,21.84,MORTGAGE,3000,355,-25,83200,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ13,Prod9,loc501
67726011,0,11.22,0,10+ years,4.44,MORTGAGE,5000,143,20,34626,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ26,Prod9,loc228
67726017,0,18.2,0,N/A,31.89,MORTGAGE,10000,269,100,35000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ2,Prod4,loc312
67726020,0,18.2,0,< 1 year,9.98,RENT,17575,56,185,90000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ18,Prod3,loc18
67726041,0,10.64,0,4 years,10.56,MORTGAGE,26400,164,-40,95000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod3,loc184
67726062,0,10.64,1,4 years,4.94,RENT,7000,106,-15,95000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod6,loc323
67726064,0,10.64,0,10+ years,18.29,MORTGAGE,28000,230,10,130000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod3,loc55
67726086,0,9.76,2,N/A,22.37,MORTGAGE,15000,165,60,34984.8,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc126
67726092,0,8.38,0,7 years,16.5,RENT,11000,261,-15,93000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc622
67726094,0,6.24,0,10+ years,16.22,MORTGAGE,16000,145,-15,46000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ34,Prod3,loc382
67726101,0,9.17,0,10+ years,26.87,MORTGAGE,4000,179,40,122450,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod2,loc227
67726105,0,11.22,0,10+ years,6.92,MORTGAGE,8000,114,-5,52000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc272
67726108,0,18.49,0,< 1 year,25.47,MORTGAGE,25000,127,35,82131,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ36,Prod3,loc780
67726115,0,12.59,0,5 years,28.12,RENT,4200,125,-5,30000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ24,Prod2,loc345
67726128,0,9.76,1,10+ years,19.07,MORTGAGE,11000,116,-10,35000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod3,loc321
67735120,0,11.99,0,< 1 year,11.37,RENT,5000,45,-5,17000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod2,loc496
67735121,0,11.22,0,10+ years,35.11,RENT,2000,203,140,55000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ22,Prod3,loc458
67735122,0,9.17,0,10+ years,11.9,MORTGAGE,8000,243,-20,75000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc747
67735192,0,11.22,0,8 years,10.11,MORTGAGE,10000,172,45,73710,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ7,Prod2,loc48
67735208,0,6.89,0,2 years,25.12,RENT,4000,117,60,48000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ46,Prod2,loc785
67735210,0,7.89,0,9 years,18.08,MORTGAGE,15000,174,-70,110000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod2,loc430
67735216,0,13.18,0,3 years,21.84,RENT,10000,61,-10,51000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc722
67735220,0,17.86,0,6 years,6.9,RENT,3525,166,0,52000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ29,Prod1,loc22
67735230,0,7.26,0,8 years,28.41,RENT,25000,54,20,101000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ9,Prod3,loc168
67735270,0,10.64,0,2 years,14.6,RENT,12000,37,-25,76500,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod2,loc232
67735276,0,13.18,0,10+ years,21.81,MORTGAGE,14000,235,-5,90000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod2,loc240
67735292,0,12.59,0,10+ years,23.31,MORTGAGE,35000,297,15,75000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc265
67735306,0,11.99,0,2 years,25.51,RENT,5000,97,0,26000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ43,Prod3,loc683
67735326,0,13.67,0,10+ years,25.36,RENT,28000,156,90,92000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod3,loc662
67735332,0,10.64,0,3 years,19.94,MORTGAGE,7000,228,20,42000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc636
67735339,0,5.32,0,3 years,22.04,OWN,25000,258,-10,60000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ41,Prod4,loc335
67735379,0,13.67,3,10+ years,1.76,MORTGAGE,9600,160,90,110000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod2,loc67
67735402,0,13.18,0,2 years,32.03,RENT,9000,52,-45,41000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc735
67735434,0,7.26,0,4 years,27.68,RENT,16500,150,45,46128,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ22,Prod3,loc458
67735440,0,6.24,0,10+ years,33.12,MORTGAGE,15000,77,-60,101000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc377
67735462,0,20.99,0,8 years,13.14,MORTGAGE,15000,138,0,82000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc732
67735498,0,16.99,0,1 year,32.31,RENT,3600,58,95,40000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ44,Prod9,loc210
67735505,0,12.59,0,9 years,18.47,MORTGAGE,10000,165,25,76000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ13,Prod3,loc511
67735533,0,15.41,0,5 years,22.82,RENT,3600,196,130,65000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod4,loc753
67735551,0,16.55,0,10+ years,31.12,RENT,10000,103,15,60000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ5,Prod3,loc740
67735557,1,16.99,0,3 years,15.73,MORTGAGE,5000,86,-5,27000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ11,Prod3,loc271
67735584,0,7.89,0,1 year,12.13,RENT,17000,181,-40,85000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ17,Prod2,loc579
67735594,0,14.48,0,5 years,14.8,RENT,2500,46,95,90000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ5,Prod1,loc748
67735595,0,5.32,0,2 years,24.11,MORTGAGE,9000,189,25,105000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc631
67735621,0,7.26,0,4 years,15.86,MORTGAGE,10250,390,10,130000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ36,Prod2,loc776
67735626,0,16.55,0,10+ years,28.85,MORTGAGE,18900,205,40,45000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ41,Prod3,loc330
67735634,0,12.59,0,1 year,15.33,RENT,18200,182,35,63400,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc631
67735675,0,11.99,0,N/A,19.66,OWN,12000,422,-10,47000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod2,loc420
67735682,0,10.64,0,10+ years,25.29,RENT,12000,183,-45,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod2,loc175
67735696,0,14.48,0,10+ years,37.03,MORTGAGE,4000,174,20,62000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ46,Prod6,loc788
67735770,0,11.22,0,5 years,12.74,MORTGAGE,24000,187,0,86000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc612
67735781,0,6.24,0,6 years,1.32,MORTGAGE,8000,209,10,210000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod4,loc730
67735789,0,14.48,0,10+ years,34.5,RENT,15000,129,-35,63000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ42,Prod9,loc634
67735797,0,9.76,0,10+ years,9.47,MORTGAGE,15000,179,-10,89000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ23,Prod9,loc520
67735799,0,7.89,0,N/A,24.07,OWN,15000,340,170,47000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ10,Prod2,loc290
67735806,0,21.99,0,N/A,11.69,OWN,5850,29,145,19500,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ26,Prod4,loc229
67735816,0,9.17,0,8 years,10.2,MORTGAGE,9200,141,15,97000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc757
67735832,0,9.17,0,< 1 year,9.08,RENT,22000,136,-100,80000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc75
67735862,0,21.99,0,10+ years,28.34,MORTGAGE,16450,55,105,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc737
67735874,0,13.18,0,10+ years,7.61,RENT,12000,165,-105,80000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc770
67735877,0,11.99,0,10+ years,4.86,OWN,6000,273,25,130000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ30,Prod2,loc70
67735908,0,8.38,0,10+ years,10.04,MORTGAGE,3000,269,105,100000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod6,loc422
67735917,0,10.64,0,10+ years,21.29,MORTGAGE,11200,310,110,89000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc645
67735941,0,7.89,0,10+ years,6.14,RENT,15000,242,-15,200000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc717
67735967,0,18.2,0,10+ years,37.66,MORTGAGE,20625,160,135,125000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ42,Prod1,loc616
67735975,0,14.48,0,8 years,28.79,MORTGAGE,7500,260,15,130000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod3,loc410
67735978,0,6.24,0,2 years,8.33,RENT,8400,133,-55,65000,medium_tgt_occ,med_tg_prd,med_tgt_loc,Occ46,Prod12,loc785
67735986,0,13.67,0,9 years,21.31,RENT,10000,106,120,39540.8,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc638
67736016,0,13.67,0,< 1 year,11,RENT,8950,76,50,62400,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc87
67736030,0,16.55,0,2 years,35.84,MORTGAGE,24000,155,65,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc232
67736069,0,9.76,0,1 year,13.9,RENT,3500,156,-105,42000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc289
67736072,0,12.59,1,3 years,8.01,RENT,5000,147,-30,55000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod3,loc415
67736088,0,8.38,0,4 years,18.14,RENT,15000,307,-35,105000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc753
67745119,0,18.99,0,< 1 year,17.44,MORTGAGE,35000,139,0,86000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc208
67745132,0,9.17,0,10+ years,28.55,MORTGAGE,24000,133,40,62000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ16,Prod3,loc351
67745137,0,14.48,0,2 years,31.85,RENT,3000,268,45,33000,low_tgt_occ,med_tg_prd,med_tgt_loc,Occ33,Prod8,loc92
67745168,0,19.99,0,8 years,25.12,RENT,13675,93,0,38000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ39,Prod3,loc256
67745182,0,19.99,0,5 years,36.57,RENT,15950,142,15,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc84
67745184,0,15.41,0,5 years,29.64,MORTGAGE,18000,157,5,60000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc645
67745187,0,12.59,0,10+ years,3.09,MORTGAGE,12975,153,95,45000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod2,loc421
67745191,0,7.26,0,1 year,20.68,MORTGAGE,28000,251,-45,118566,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ10,Prod3,loc290
67745210,0,17.57,0,10+ years,37.69,RENT,27850,365,130,69000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc289
67745237,0,13.67,2,2 years,12.58,RENT,3500,117,-25,80000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ5,Prod9,loc741
67745242,0,9.17,0,8 years,13.1,MORTGAGE,6000,139,75,83000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ43,Prod3,loc683
67745246,0,19.99,0,N/A,29.5,RENT,10000,141,65,25500,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ29,Prod3,loc21
67745309,0,7.89,0,< 1 year,12.47,OWN,27525,225,-75,130000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ15,Prod2,loc553
67745314,0,15.41,0,5 years,21.69,MORTGAGE,14000,130,115,28000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod3,loc419
67745315,0,13.67,0,10+ years,27.95,MORTGAGE,20000,199,-90,90000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ34,Prod3,loc381
67745322,0,10.64,0,10+ years,4.76,MORTGAGE,6000,229,185,120000,low_tgt_occ,med_tg_prd,med_tgt_loc,Occ33,Prod4,loc90
67745328,0,20.99,1,8 years,17.14,MORTGAGE,16000,95,155,60000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc631
67745332,0,17.57,0,10+ years,32.75,OWN,29800,245,20,75000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod3,loc303
67745341,0,18.49,0,10+ years,34.28,MORTGAGE,16150,261,0,39000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc285
67745397,0,9.17,0,N/A,22.83,MORTGAGE,3000,167,-25,34486,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ46,Prod9,loc796
67745398,0,16.55,0,10+ years,32.03,RENT,21000,201,-55,64000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ14,Prod3,loc401
67745406,0,5.32,0,< 1 year,29.08,MORTGAGE,18000,309,-30,77000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod2,loc647
67745419,0,11.99,0,N/A,10.38,RENT,5000,83,185,14000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod3,loc421
67745446,0,9.76,0,< 1 year,18.82,RENT,19000,100,-30,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ20,Prod2,loc30
67745457,0,14.48,0,N/A,23.79,MORTGAGE,12000,190,-55,45600,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ15,Prod2,loc549
67745462,0,11.99,0,< 1 year,24.41,MORTGAGE,12000,163,25,70000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod4,loc771
67745477,0,12.59,0,10+ years,24.15,RENT,25000,152,5,94000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ15,Prod3,loc542
67745498,0,6.89,0,10+ years,22,OWN,20000,315,-20,60000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ30,Prod2,loc64
67745512,0,7.26,0,N/A,20.37,RENT,26000,232,0,68000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc748
67745521,0,9.17,0,2 years,32.48,RENT,16800,173,-120,69000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod2,loc665
67745523,0,11.99,1,10+ years,21.65,RENT,6000,142,-20,78000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ31,Prod3,loc705
